"SURVEY_YEAR","NUM_MALE_GE25","CV_NUM_MALE_GE25","CI_NUM_MALE_GE25","NUM_MALE_LE94","CV_NUM_MALE_LE94","CI_NUM_MALE_LE94","NUM_MALE_GE95","CV_NUM_MALE_GE95","CI_NUM_MALE_GE95","NUM_MALE_GE78","CV_NUM_MALE_GE78","CI_NUM_MALE_GE78","NUM_MALE_GE102","CV_NUM_MALE_GE102","CI_NUM_MALE_GE102","NUM_MALE_95TO101","CV_NUM_MALE_95TO101","CI_NUM_MALE_95TO101","NUM_MALE_TOTAL","CV_NUM_MALE_TOTAL","CI_NUM_MALE_TOTAL","NUM_FEMALE_IMMATURE","CV_NUM_FEMALE_IMMATURE","CI_NUM_FEMALE_IMMATURE","NUM_FEMALE_BARREN","CV_NUM_FEMALE_BARREN","CI_NUM_FEMALE_BARREN","NUM_FEMALE_OLDNOEGG","CV_NUM_FEMALE_OLDNOEGG","CI_NUM_FEMALE_OLDNOEGG","NUM_FEMALE_NOEGG","CV_NUM_FEMALE_NOEGG","CI_NUM_FEMALE_NOEGG","NUM_FEMALE_HATCHED","CV_NUM_FEMALE_HATCHED","CI_NUM_FEMALE_HATCHED","NUM_FEMALE_NE_TOT","CV_NUM_FEMALE_NE_TOT","CI_NUM_FEMALE_NE_TOT","NUM_FEMALE_TRACE","CV_NUM_FEMALE_TRACE","CI_NUM_FEMALE_TRACE","NUM_FEMALE_QUARTER","CV_NUM_FEMALE_QUARTER","CI_NUM_FEMALE_QUARTER","NUM_FEMALE_HALF","CV_NUM_FEMALE_HALF","CI_NUM_FEMALE_HALF","NUM_FEMALE_THREE_QRT","CV_NUM_FEMALE_THREE_QRT","CI_NUM_FEMALE_THREE_QRT","NUM_FEMALE_FULL","CV_NUM_FEMALE_FULL","CI_NUM_FEMALE_FULL","NUM_FEMALE_OVIGEROUS","CV_NUM_FEMALE_OVIGEROUS","CI_NUM_FEMALE_OVIGEROUS","NUM_FEMALE_SC2","CV_NUM_FEMALE_SC2","CI_NUM_FEMALE_SC2","NUM_FEMALE_SC3","CV_NUM_FEMALE_SC3","CI_NUM_FEMALE_SC3","NUM_FEMALE_SC4","CV_NUM_FEMALE_SC4","CI_NUM_FEMALE_SC4","NUM_FEMALE_SC5","CV_NUM_FEMALE_SC5","CI_NUM_FEMALE_SC5","NUM_FEMALE_PRIM","CV_NUM_FEMALE_PRIM","CI_NUM_FEMALE_PRIM","NUM_FEMALE_MULT","CV_NUM_FEMALE_MULT","CI_NUM_FEMALE_MULT","NUM_FEMALE_TOTAL","CV_NUM_FEMALE_TOTAL","CI_NUM_FEMALE_TOTAL"
1990,2970042628.029604137430576266196752489131,0.1157711371733450978623095114875658277246,673936616.500583434496078868155511952992,2263916552.361729382310308243045761846199,0.1313257709832849898839956425076767112086,582728749.894220204143448392862139838822,710409489.311297396211492578195025923608,0.1536727406633726294370964601297874101035,213974323.502838629675084383849203214679,1348059101.070833131124342393516974974188,0.1368315781048094231308108811102394779472,361535826.189022852318360443226030624514,395063785.326273480117148896593205464844,0.1491457845033958806321941329779343679631,115487312.455081742776948709137107466257,315345703.985023916094343681601820458755,0.1686875133521704325584750762008330511813,104261969.996985680993502909515562850119,2974326041.673026778521800821240787769818,0.1156373422325394717044513098057454234418,674128590.448512582094221579271238952314,1043885049.064362457605281673425577600247,0.3793339930421341591834554881101615664639,776122924.519594737983655138387256389687,1024829.78420227332383656191326939352446,0.4596764501204494971102329378122476338542,923336.6296724223385008213119000611966676,226703879.981248387481359225062255017802,0.4960900351671223051928211698388688536979,220432450.153144350339570150716354618405,138437664.790995654459153593014785794904,0.5202987351911036423154886644678383075998,141176726.11138743994637716489448342948,88315112.44245262440791054779293747671822,0.59805779409066229553228512464909864614,103522381.011115957881175131935408000962,227728709.765450660805195786975524411327,0.4938494275195150656994239836788009199815,220428838.176954193347686490242517340071,60587089.45264904128176751351040101367818,0.4484494167857742466796433911107172431393,53253680.0623844737063145618236662217048,59616572.07829542345958211598458049314891,0.4635107761232416191220153645296407776475,54160530.24388305921468862460515741089534,100777881.186192444157962216897607965082,0.3313456402586467245544454561665091342971,65448930.6684755763600987997540970670688,180942023.286312390098545888250644362089,0.2041026279762699522340529698937918506969,72384255.22959639308954127980097052528013,2377508324.053625491418827508851526856561,0.2249045740556859896951673885005379852967,1048036493.992851856739573190157157785393,2780965935.373078343163956804285064665101,0.2208276411990562980014072439244236882275,1203663729.616193693609242726030409012489,439188437.261925810539316422018758027024,0.1796390087046936840423981330637408480477,154634935.988419976970905422863915651054,2046629317.799615078183794481975321664003,0.2504609692398725966173425175641965912785,1004697494.717228425002087880527253192399,514469807.059877721343598433021689742851,0.4967644220893640911987211299180814962577,500917780.917592532686393546354174398764,7983502.26670127280320352583878858452353,0.8004737155968803639619728434209797665899,12525544.09688886937431141501199366802061,439188437.261925810539316422018758027024,0.1796390087046936840423981330637408480477,154634935.988419976970905422863915651054,2569082627.126194072330596440835799991374,0.2738566174801258993180735405354455010206,1378978145.451800693110414204109973026924,4052579694.202891461574434264686166676669,0.200979076601706966422896468324531141684,1596388100.599621228264286285433760252378
1991,3767949065.781932207950822819613144974204,0.1614864220187367362602558102330136073228,1192606321.444653227496496460415612523619,3331816776.65475237127663657028549571056,0.1833085491940314639579616950459232438997,1197070979.037477355176214516585152041444,618332094.417567477053155160857107833254,0.1480037810557456950745570009992548163118,179370356.32695993036075475086777942656,1093772468.533370616864791762212979798514,0.1519689707188451462289396789846591105057,325790173.437508475780241669971179137463,439700306.805607012719498448195639872332,0.1671825484671287299154100686652607039716,144080026.992937943191881663570328422457,178631787.611960464333656712661467960924,0.194161871186454166894331152902606630432,67979624.98679423347124610640226885252162,3950148871.072319848329791731142603543786,0.1595308737939821731726338809388389296576,1235134573.996219656435464054009147642003,2270747748.878756322987002605111283217291,0.1754633775766787324995813021904803635593,780928816.500096704016518641633054566898,2022117.38892116378251680275829437507904,0.5471967027969938756793163599355461264056,2168732.09705680957595292078911180195772,425019160.830013654694520282094727705027,0.5692693236459393340844075954043102606472,474222725.635642506616381847557535128919,325979844.611083196036901640282515712289,0.6993404495847479218926848954089294196828,446822946.528327131239744777248709589152,101061433.607851622440135444570506367813,0.8109690330892314115169742242393769585484,160637078.467319132223890025360107995611,427041278.218934818477037084853022080109,0.5665553584259798787208089991917553682928,474207347.910273732316191581318296581353,86665003.81676509718209435506380611551683,0.4273522757790985774986669407178730994577,72591513.75853770408328778675205673301406,36242049.02270631593711403988215531013164,0.7585090443042868631518447244870031609552,53880247.05697047955485255744674106680804,365184352.09488874326624682844139712194,0.4091748612792949625214097766918032834803,292871542.955198808125629851064576544865,598166292.505205840136461876000870399372,0.3593154966686538694307286925361986377884,421263620.224632437151642219621994197281,2032073704.283451300460123255019772331067,0.2594845723305510718277651563867474328694,1033491881.156294133998634800571951374877,3118331401.723017296982040354408001278042,0.2677813852627455255068070564060124211544,1636660960.824948818789203077064556321728,558780983.481294164530605976777237138353,0.3979133432428019265081431786108763938252,435798962.183983570989871662368626521335,2260753636.521241332805148959051707811196,0.3537372961592156460040388044937226577888,1567437242.183670688396292167801120098787,719674124.025492412613353833155529678543,0.3187883265613646131887093568816417146143,449670470.948501279844484044528644619909,5305489.03052213380408931776617433237321,0.4272153439676547820066599873725447286722,4442509.18933862007921008647228572565255,558780983.481294164530605976777237138353,0.3979133432428019265081431786108763938252,435798962.183983570989871662368626521335,2985733249.577255879222592109973411822086,0.3198084267402524846258617566878345446779,1871530800.298193096143548908524465589865,5816120428.82070843844608004437230657542,0.1877637079520083963818968180477685696706,2140430421.717170621253843611697354412061
1992,2986808288.501491014389256847130970358748,0.2094785869816506436174341751299690961035,1226317864.526334363696471987066284939011,2776161438.394221529853868010935695335565,0.2302714109378286974473358405955121130633,1252970398.364049610680981388707278140888,293232413.268585305413033265708214850515,0.1090499159327584915642310260149264375819,62674861.2307702814792228941937559972947,512942314.946401904584131658074929412309,0.0889572647008784388381794526104376716569,89434692.76245812082014390539214121424075,223327075.432650209333882559355109510941,0.1181210984044347571404875985547705225236,51704093.32896721061221670469116082826907,69905337.83593509607915070635310533957408,0.0997600524026022786467351587560809697513,13668569.92483962187336480576145850277417,3069393851.66280683526690127664391018606,0.2081346718971018120228171109735929814564,1252140673.188086983877122214146964769714,1862158875.982297766172348073277635117604,0.1690260836575391499297027564425705121248,616916707.032609348882296989817765908474,54334436.33280444104901172051605511699566,0.9274986530881778201446929543440445133453,98774428.3693636830423874128280322051273,240773020.235937186971153395139274091767,0.4479934136334983605456922558926908724715,211414865.402835963286737185805135648804,214644222.566925539746010871874855965138,0.40136475700519549082505040132107136462,168855227.416960608469046145173912121259,80463234.00181608827415424378047324362568,0.4839727980593524326858914379122565818616,76326352.34149618168634910830195162629829,295107456.568741628020165115655329208763,0.4024078958440641790570437190528064235666,232756998.465612913809838505892138326077,54153135.0184615316188414392744949393078,0.3780871164076229584292963589892118439937,40130221.22058306516826769815686294878025,117110383.32738578319478570574850375077,0.3702013265184958877155732749146439203904,84974661.74350001198395221032852560526171,539995770.321610805626328648177476355172,0.2166947804647518325376518715592374559037,229347959.207402572917124487104554578429,372022502.55014981625865677245803155299,0.218864067188978994900874169604614545283,159587821.668138273761890807921913932392,690340610.574967577805345358054643648627,0.2902435919147363026526831868886842182814,392719199.377465933071108483460247968822,1773777227.472318660763385322932594763624,0.2085833490301389610606505793203433708288,725161573.297558834338706378150452228779,830165669.527307454079353666728677480335,0.1880288235509365815667020652530481718061,305946345.41944663718402635881603839532,934393116.071015622928341809205045378664,0.3737506459533743374659906166765887256235,684490860.18361961076940179639526509436,244463108.609989796078233757823598202031,0.3924732476684711139933982600325845602658,188052651.135734041755142464888982807369,4888238.02816472958366792867203546601084,0.4586134403847089546061977458243117471714,4393950.85265134522692577299031704961613,830165669.527307454079353666728677480335,0.1880288235509365815667020652530481718061,305946345.41944663718402635881603839532,1183744462.709170148590243495700679046711,0.331654281106599098281600270918747533946,769484080.835705370913670799264611528694,3931043560.023358054955898511865559089981,0.139480046682313973301794186746798895671,1074672192.954044678753706037738749645258
1993,4949460412.672549731582182590853509931212,0.1762524637464015171306578355979816100013,1709815000.219683404809412134829960042777,4805538727.223079184268644664319219394971,0.18184673518698366689903968424460913283,1712788195.585854445136574250996185853334,182822685.50318815354372036657636594897,0.1169352175517621527943680030405775072567,41901684.58531689094032805820932719125324,355759966.253084062091544724173876179072,0.1035699068199022349936619304457348926157,72218212.04796362074726192174823162572308,127639550.842696775102946434638737347856,0.115356736799187508575464088544762771052,28859200.8605858687326454332031602738199,55183134.66049137844077393193762860111375,0.1309151976529710553918845680318677092579,14159649.52312994334475926591125233196225,4988361412.726267337812365030895585343905,0.1754400480913955246225584145340898926146,1715310397.646077799422167665088486348725,2909240794.141521079205827047863878487643,0.1978686044921111835523191621567957706152,1128268935.493876006252498413641946336916,4687820.05929421403851857388756206830996,0.7390548794284121172529606250256783834749,6790530.32585940311313953605132818241738,108834611.882776949690299398378410857117,0.6660026938222080195981936429221659435036,142068923.602246921443404329185279034282,73877563.99769403798450676209630713449818,0.6505512935755195611356493224509863491792,94199843.85681985373231398631343553488803,39644867.94437712574431121016966579092966,0.6309401647429116990281991521482096796797,49026537.44359111428264946784965932979964,113522431.942071163728817972265972925427,0.6390388726065246630958362648722681337942,142188683.970671677976932695104741936509,22398877.80571411136583826073912266330877,0.4022402638911515733129029505540149054901,17659071.81809476042099886320721048680796,38641511.91170858265731256135731465575282,0.283651459563216248816864393028086720944,21483013.65683167024054325101364340715598,134931570.428692346611741784159041779163,0.2281286510500664643704404488436234979727,60332244.00609066184415847984677380378756,1392742466.327242460690326548564386917005,0.2345617844416348289139616821596250304085,640300950.011948540426718714711184169942,693909768.144076782434936986921077588815,0.2140442132259972268659542186159511579336,291113645.929576814855089169657405174516,2282769542.747910252388267471293502670371,0.1758201390459441048339003971227711948786,786659442.494936298407427257598182501003,1303092398.672646103656625425573464913016,0.2012859797525981670359989509625678608552,514096691.142974171540686518122691607331,891979933.06170587564699264036423907002,0.327230866747877382847334692284098322398,572091398.570291499510934854125102648744,192502192.092712503458870591321050304669,0.6148184738472931315134165602965379948123,231973651.751211923493402469109311170994,6537263.56365153267588386562151035130487,0.4174047148939439141241969317151288014363,5348221.88258617010918256963328588706681,1303092398.672646103656625425573464913016,0.2012859797525981670359989509625678608552,514096691.142974171540686518122691607331,1091019388.718069911781747097306799725993,0.291098961306352061363123329010951799828,622485437.209005771453249645441841800627,5305532768.831502495322912491423354083461,0.153470851321599698921920564695916904777,1595919476.264540821099154335726667621985
1994,4203956146.682074195220339160758946039573,0.1490930415082268885877986913909245887008,1228489992.221030666115987689837449878824,4116854949.132224487961243244073714199104,0.1537803754367058492826691352677766150296,1240859339.404187524823332988282993385861,106415361.856434196876289434254178284853,0.1063415221658849954942861540307376525305,22180088.26082747282906937585675065327685,320613820.371518324566171622048494654877,0.083863905811648237681567135873465820006,52700337.37775745072582496070734434552687,73790860.78614631310662168222783134597797,0.1156470270455454086870598146603996120755,16726039.59917709606694712650269518669891,32624501.07028788376966775202634693887496,0.1167845011872392572043158783874558341969,7467670.72459320260771956780160587511261,4223270310.988658684837532678327892483958,0.1498586240938543642301616968668904419994,1240471216.843122247445705882068432277223,2684166217.78508907743515154185488729731,0.2446286626486365889113574511771567326958,1286983024.67949411371243116567485064611,1964108.13099522395391614297299504867834,0.6174661298844841320723270248956964506581,2377029.68278772592259028503992415616655,18368673.70222723692573620427428430541288,0.3884016603238958063516143015127392044317,13983469.79323016416314117060054014308266,5211961.90462532929600613217465116660994,0.3225090109460390180677062654106427227741,3294573.17074033144148846767333294232581,15120819.92859713158364621507262818748128,0.4596051811621886089727407156557526129286,13621230.07790328431712484133556352422946,20332781.83322246087965234724727935409123,0.3552011557893950270066696767532146309128,14155566.11084549538787430577918644703331,17364651.48847240009398032268263689790787,0.2328600523970262678951223860202656208612,7925325.96470509519002481361728283844399,18797501.79192680299309577752456795883593,0.1983888545960170346704249044490192094247,7309261.10554319490284369553331139027379,118863602.426089911155744056224570008617,0.1799852874733238600409221778803638917265,41931651.31943834940908068940698108292316,1009166954.879018142581171049263902460381,0.1477271720946615937758548876468471458613,292199505.614690277162967216262341108873,1016508187.7228366517813096675578009381,0.1491723707155307550914358110516304737332,297204474.980152102470580712155072082366,2184469426.923209564398386456619049065628,0.1286018037501467735441248372814896170953,550616348.737173402679784061093546855858,1718036404.137723598050633447800822339584,0.1502462383005036743081873744952569494857,505931873.690633038797905614638940124818,360536093.255416433790685815090633990512,0.225310305342613101525269384463307312426,159215694.626484989094010068396792682528,105616614.374465127248861428137088677854,0.3267789603969764354463227610521217981887,67646043.39403470099639185296249425157982,11000330.16658564289586012757096687845464,0.4647022980524489608299014086555608731666,10019282.26718613282893214601347095210913,1718036404.137723598050633447800822339584,0.1502462383005036743081873744952569494857,505931873.690633038797905614638940124818,477153037.796467203935407370798689546819,0.2144951675878921165693515702935501330617,200600160.782161106302185981820946878633,4888968426.541521102713190345721215717057,0.1585711058455314493768197407373506627167,1519488294.487530703006854153487953064013
1995,3761733420.665825357802066834310460207463,0.1040599186186929125921743122813979985089,767233520.294618073182041567524025199725,3635271918.262128526253898022523281298114,0.1075059387273991211591783644104465403869,765994107.400161188995591589228426364709,127952732.16842134308008834245065035925,0.1750779734740038239366595982113385662009,43907341.89507800786725381391553096528544,515673369.932349904288933978769206080318,0.1266921096795855629071855250007938009265,128050224.398929117200787658513766280425,67300769.59950238987641518022666767517153,0.1561361898645880558157251823135160026983,20595848.05083276994947770080947769832549,60651962.5689189532036731622239826840781,0.2169126944424191513370081366390303947602,25786114.02312812280291821559440374206746,3763224650.430549869333986364973931657365,0.1040193878381217582841939899929295209434,767238715.892826466863917199899269016345,1021681025.148079736133629767528298727991,0.217871310392038255147346764347923279762,436286168.153318520123704126540134165784,758331.7460265118173075640712176838913749,0.4396174809615427930163205308890045464574,653416.7481658333843076039308086833930493,68712951.91257038427205160395120233212703,0.4854257374258990678284884103958993970763,65375869.29162484821320501637851621586663,17920510.5070879434577043269536396419131,0.3183071340774424198754607558016867376516,11180283.62780308102741491337631825949758,51550773.15150895263165484106878037410532,0.6184716440853075513676646242634789505241,62490075.19276964755722642978873273776159,69471283.6585968960893591680224200160184,0.4800970278578559791353184929138891381339,65371795.33968632138257821456388763489087,37336978.30131122081056872643891529482819,0.3199113719279122346914340272520277969551,23411266.94594971893000057774264543528066,66805916.57492508080683543048108183572241,0.3727047052445799716633843768524057940443,48801803.71347684557122654173687638190281,113639440.241792688084308176742542888135,0.1917901337182233661924619297803686877172,42718049.94168944729325671162892661052129,1675335375.063287643771204433666945356443,0.1521263687517715462171646422572880496451,499530866.617539762070471426906189679297,1146311139.517463752179952979445938254699,0.1922903716937267044162096942414767590285,432032206.38516612927999959839515170975,3039602226.059273158189866101690810564578,0.135609111234469301372923014237594979855,807907602.50913645430061941500884915365,1576057379.57519896871318990691531761242,0.1667936046408500106963305869423639489927,515237531.261913234592404275796735935875,1328971881.03773251855298508245943396765,0.2076552632496673274124314123850932914196,540897291.384259996945120424967606355357,152077210.36451319779491204692713414577,0.3560071445141547720299088128343770441346,106115523.878795581209441628784961706331,7402139.49993867320780936727538627829862,0.9011783302480582079211998336848223457615,13074469.5210431429626151281585961826137,1576057379.57519896871318990691531761242,0.1667936046408500106963305869423639489927,515237531.261913234592404275796735935875,1488451230.902184389555706496661954391717,0.209667441989849393603874402921423805695,611676333.735411194348089142960719360515,4130754534.865949790412855037241529308587,0.1211545844336486694357654050419093588361,980901304.17542394684815037534097088524
1996,2611434623.790665992187390510562059991222,0.0891303407009890039760865387003512765386,456205793.164169364995977967834731683825,2309820947.22121540354251745856802315885,0.0954038961510790388762682538650686413134,431917198.841508509989817418163137765008,302399329.264552015914806467530318982982,0.1775591836264415316500733939836043266539,105239804.94545879777050264789316081507,958645926.460052683995844279892007341801,0.1126520160885729583126993806533779307246,211667056.80841265663868310790722462589,161409154.928785030724133195991298989846,0.2061674097223582024163582682702421071175,65223522.45919913596814990515761704077185,140990174.335766985190673271539019993136,0.1647044402052415643287239249129089263882,45514547.16728735771586209194447052628772,2612220276.485767419457323926098342141845,0.0890999047675234102658153614885296802644,456187212.618684076851131490595853117974,258410971.473642514405011334577565804229,0.3689511977577195467491024329648196700965,186868433.380315155486851745451547231684,3202159.17839908567752345948920389609549,0.5679265421838041277957766289785707180934,3564438.73183223484330715981280753327929,79592284.73440496303811496595599834421202,0.3403532761508340494645564101505939930015,53095409.93674210155888297004955621314117,36138994.1677607737499334965799568342698,0.3288172099301928961715375050071918531303,23290921.53457615766538781456163438250168,46655449.74504327496570492886524540603786,0.5035237739628192519512455377205020223631,46044571.13785141244068018599532288579761,82794443.91280404871563842544520224030766,0.3329715651309634417182307401120250858678,54033663.32463650061953439866755397485612,31640342.00541540077312056944184924790736,0.3943909846636298401889294636411885394275,24458184.65167518516255486199080326840141,58771418.28974784259939344642164106396823,0.3224527221058783587000439079057037071683,37143967.46672269977971666235805070457515,177777044.516992979580979758268721093071,0.2690939153140617832009012403181167508836,93763893.08559820501166129197914277346982,969697452.545282955602636040599958529103,0.1595913127503771247194597502192995376541,303320367.267900535865770189636730271,784727676.435617794182167202389686177242,0.2149891486849529000308531569431495349777,330667552.808572702502469247172936586071,2024371186.924142806586508712248494364015,0.1637004438694476470888405398162607594864,649525305.237765390272663741314483853032,614710191.854238349705075172460203964132,0.1748573002348235685670621443594776910741,210673666.565946602452416175183943175408,1235459602.453844387990165674655719050146,0.2088755191467083646836141807522109273938,505792241.060772048870895450818657741212,229801579.03128496252803452148769567591,0.3415778028262696290274182120058923481867,153850432.164966797496463372087775866013,20681930.82088618966692586240537494997026,0.4692413331474451814014091562271228037038,19021440.9092935070075435107300222804476,614710191.854238349705075172460203964132,0.1748573002348235685670621443594776910741,210673666.565946602452416175183943175408,1485943112.306015540185126058548789676024,0.196820154915323928609445799170804845215,573228564.976479979543768787682900981117,2365576602.310589369707158472271262408533,0.1540946886293134376958889678891248223225,714464668.325205403838190906918028233937
1997,1651199658.36306127532337742990068169796,0.0880202439074433333554204904695163426584,284864433.471247365088396393317023723482,1204421130.529504628647833371241627001833,0.1088187040018498666831755085268031127154,256884551.133460550107741717179298240397,447141443.760925679637144973729129424788,0.1145718818155138073358234289326120586784,100410479.832814181647227514880271782989,945797403.972637170940717835217846320619,0.0847000591891874172517469421638560153277,157013828.351025854895914020878765148646,290755572.648281668642960494268870923041,0.1374555318717316126905625636183047029616,78333285.2907573361989040202115777349565,156385871.112644010994184479460258501748,0.1061034833091353645529164161948759524047,32522447.90415463563849551060077904445178,1651562574.290430308284978344970756426634,0.0879969534217662270155717881302184083561,284851650.84901594685999591066768614468,142858640.94409715831398633004839243259,0.4783571183516133232754178093860062544393,133941397.714746389837502549369590995397,168695.3182080252079375315139942449515954,0.7432505761838477521243109269558582734936,245750.4692169592661903204542646478547054,159032679.972523515902845613786334663578,0.442400067694021208058428535317560266867,137897894.035395787968797590250765041819,64983674.9847445006923990818810577235576,0.4430399835562039102308683752053520925389,56429117.94145928982862983973859988379557,94217700.3059870404183840634192711849718,0.6625431229810810624363076517150477785782,122349647.225615452711005925121894765283,159201375.29073154111078314530032890853,0.4419247521335664308079175756144048417066,137895855.496771670415260700044857992191,45551365.5457304207666681052717459620778,0.3359811084074956870137720087468084738303,29996620.63963785221448991237822644218585,108518225.21081897421211962915347590135,0.4037157795541882051911176442132539911157,85868618.97817257404978665560867763895222,158218898.710159020060089089244882078471,0.3211144681944653212080302832852280138132,99580499.93454831020646348736282307814796,704849804.964897975041624281894854540942,0.2254558491770002093835636449464249575661,311468522.188383940399316658687883012128,821532831.767633506840689786091904612203,0.2545499619759701310773352543649212506785,409877456.133385864437037707855629163063,1841844945.304844727792757508674445447375,0.2023337677156343021499225167614799195993,730428157.569790213682946252020016851895,397717224.035234784506941241890977345025,0.3549983345488379373712064165351758662569,276730346.221634997122814288059106589639,951126616.192437171753653482614013083656,0.267357147612305570089989622181681730678,498409378.281774095137666406675760164556,624929070.487372737196526810274395171878,0.3739657887476753657761270053441578984529,458056101.80207744370934715227658240081,27157661.55602471391779165522503877711161,0.7103700327576430448477745838933656471757,37812298.30118154805321586223690363503961,397717224.035234784506941241890977345025,0.3549983345488379373712064165351758662569,276730346.221634997122814288059106589639,1603213348.235834622867971948113447032626,0.2408083019092805535362840978050807998149,756691484.614448270998084305913564916671,2143904961.539673427217526984023166788471,0.1984095233897415148884831106009706420424,833727476.759497886804527888069607935754
1998,1078535549.237452218253347629152448856613,0.122371001799003856963616448568562280792,258683692.24661072156684162123968836197,778179337.579468168823651099578061486941,0.1650186431288030593389026894535322978924,251691632.860539857700038872281456728175,308387242.597622945707139070102582149472,0.0981228140918212951511185617641976360881,59309255.18444406036761330383177933289778,514598111.598352929782421944377736428186,0.0866158619054911815915915425279186710997,87361823.58321777552950375200524180145668,214923176.733341292055028621093526922142,0.1060257494178466627891885229223178618007,44663286.12561695919700598084968233133651,93464065.86428165365211044900905522733082,0.1029413720777934680247676744201178650638,18857785.59287528955968347667096709773414,1086566580.177091114530790169680643636445,0.1220089236080434900046423770466039045743,259838804.996724352512515463640052561178,335978567.916953880901178840448835761131,0.420168888718492158630839215986592976987,276688773.369198031803690614004269991646,141527.9773628866175840915464328049039812,0.5589098725934111831166621555415824247029,155038.712240736517291894313498276892131,199498832.752933394521414856206044706927,0.6118744634863077459943741158351399657518,239253752.863417689859005207038280441379,36128637.29718756257529447411712526140438,0.5573638728455569237138649994922920196595,39468122.5210020722364569888401503540662,163511723.433108718563704473635352250426,0.7366177791947856450151530010091188213927,236073459.471712730266763319633058006885,199640360.730296281138998947752477511831,0.6114403325064486841116430548985623844471,239253610.351413848427437204253599742786,25450316.61699153276022961067416439667467,0.4259448241255599952880639799305916810893,21247244.04531397991248864080432112875909,92706419.4803486148441260954405177225849,0.4738738903360182726756107537304761099749,86105057.25022023011956921551218850689649,191925033.099843816040516825401234417409,0.3386791697921498282092950977706095270313,127401981.310268520105171499534931919382,625263810.972981466082012103417026995496,0.2820902226256210926923980492229933946461,345706382.968740708565344311276704178605,251690777.67432297919801976189365305123,0.3483638733091981269266403278800733552819,171852749.406189549307544223781437521905,1187036357.84448840892490439682659658338,0.2672971424781327302142434422965847455599,621891195.880184654923121857417079315807,143406461.116658913741736808525422250278,0.248973242256000390712509273124786284989,69980568.30596029527652136884296245256451,632436913.232617231488940789278261957798,0.3621186177518528937321175040147525673496,448873674.436685993969227123606099616804,535067896.59957870551874760401236052542,0.467642170491012811477126028364996383536,490431812.550740086383175238200811517291,75765447.6259298393144781427630293617253,0.6344281859993970696821303351233895937591,94212761.57755194673890501615837037708991,143406461.116658913741736808525422250278,0.248973242256000390712509273124786284989,69980568.30596029527652136884296245256451,1243270257.458125776322166536053651844945,0.3194254025245185206456150930235109435738,778378920.773234256926882558189565431065,1722655286.491738570965082185027909856346,0.2509188440771715823140905111971899774509,847203479.530674348353458692020058706802
1999,543944039.680305738949934707853249617824,0.0985808638270619782667119219442755947456,105100047.678321786052878867709645895687,422435555.395874163766337269519342604283,0.1242570644624262747797074032259115397198,102881579.994570123777771288567368358521,124892451.950455040876430511934492239889,0.0976845966724979937209419466474828543878,23912134.84059029066142560634103902217852,198754875.210735890267956738944517260256,0.0785544549910386701720962518759242195676,30601638.56202286963385290597126059813018,85723043.90001135747276380974559596829484,0.1171542347522817174228907702348284867632,19683922.51313448045312683977407564189145,39169408.05044368340366670218889627159366,0.0874759290143693487934733136541306846079,6715705.50198473875028753389760193777378,547328007.346329204642767781453834844184,0.0986136210464225559735820481908885910296,105789033.540907198410242175278166237179,187616162.957990691728476000896150372068,0.2007208985982926013324652726507632696195,73810630.24816351661076436352048875031927,3167544.55961982599044171030699060721791,0.806275617261740028116316628942333117498,5005671.33222262170842238601481023269369,128059713.482370108895044274013963003665,0.4781881491524042796401235144780644735333,120023809.247398639583715736909811409233,103760955.043836690446894814143239290649,0.5296877560388661115742591689028600019712,107723378.585574265176172883602527954158,27466302.99815324443859117017771432023476,0.5702875442821620112254249713646967323178,30700833.35516013129874724686652774695828,131227258.041989934885485984320953610883,0.4668888578358466334402123487338808523697,120086347.463343017086185540715903229949,16889963.4630324003807271015695717039344,0.5275268387202139245717488328984732261123,17463421.70223666191451879089598316817177,21871950.52589312869476300135775176091495,0.4215233065915432305662819032278052140433,18070292.33827098438662644294671731563933,83200553.91105792384643459202131912498583,0.3836269393669820412319500872757790875467,62559228.74705200781831103726043322213119,223317940.234871710760593090849829746703,0.1980779102540469077737881902291751628786,86699327.81096459831522062910203834021172,74502855.3622490653696164480715397828778,0.3825999624365829143263868733998781169041,55869387.73950873823469194129884959088781,419783263.497104229052134233870012119415,0.227191592078031914296616679465331164019,186927606.804773414104148358639196382132,125526487.380086389067936872728925820986,0.2319849399990136283156038392026264885756,57075699.10058631348429918173721716017004,228219595.516887495824832774602279183243,0.4382001114540193811107146815593231237583,196011470.295322992215382562097616727729,174900373.619708298002781988374337136397,0.4474760320537320947005689166565452803419,153396901.376442126867464623382165397373,22290310.54172113470719330122581757062202,0.4976891927705990877004824645350803235674,21743547.45382572690792361053865309554064,125526487.380086389067936872728925820986,0.2319849399990136283156038392026264885756,57075699.10058631348429918173721716017004,425410279.678316928534808064202433890263,0.3156734190900473561047201190175793924822,263209806.30413088804428847411076386555,738626684.497084855666096219087116102362,0.1940604977969371623073755995444116952413,280942993.67602685073512192410233981043
